Farmer_ID,Farmer_Name,Village,District,State,Latitude,Longitude,Crop,Waste_Type,Waste_Weight_KG,Available_Date,Pickup_Time,Road_Access,Vehicle_Access,Moisture
FRM02000,Anil Sonar,Malihabad,Lucknow,Uttar Pradesh,26.811031,81.187384,Paddy,Straw,709.4,2026-07-27,Morning,Yes,Mini Truck,15.6
FRM02001,Yogesh Saxena,Samalkha,Panipat,Haryana,29.522592,77.014292,Sugarcane,Bagasse,630.6,2026-08-13,Evening,Yes,Mini Truck,20.3
FRM02002,Dharmendra Dwivedi,Budhana,Muzaffarnagar,Uttar Pradesh,29.149733,77.791787,Wheat,Straw,1771.4,2026-08-03,Evening,Yes,Pickup Van,8.2
FRM02003,Bhola Rai,Atrauli,Aligarh,Uttar Pradesh,27.891962,78.104221,Wheat,Straw,990.6,2026-07-28,Evening,Yes,Tractor,10.1
FRM02004,Umesh Kumar,Koraon,Prayagraj,Uttar Pradesh,25.350662,82.006784,Wheat,Straw,1919.9,2026-08-06,Morning,Yes,Mini Truck,23.8
FRM02005,Rajkumar Dubey,Gabhana,Aligarh,Uttar Pradesh,27.995606,78.252973,Bajra,Residue,334.2,2026-08-13,Afternoon,No,Tractor,19.2
FRM02006,Dharmendra Mittal,Sikandra Rao,Hathras,Uttar Pradesh,27.527776,78.193212,Sugarcane,Bagasse,684.8,2026-08-23,Morning,Yes,Tractor,12.8
FRM02007,Jitendra Agrawal,Koraon,Prayagraj,Uttar Pradesh,25.534556,81.909536,Wheat,Straw,440.4,2026-07-29,Morning,Yes,Mini Truck,10.4
FRM02008,Jagram Rajput,Bijauli,Aligarh,Uttar Pradesh,28.092056,78.269015,Paddy,Straw,849.8,2026-08-09,Morning,Yes,Bullock Cart,18.3
FRM02009,Lalit Pandey,Marhara,Etah,Uttar Pradesh,27.633872,78.649772,Sugarcane,Bagasse,1150.2,2026-08-18,Afternoon,Yes,Tractor,13.1
FRM02010,Harishchandra Singh,Hasanpur,Moradabad,Uttar Pradesh,29.057313,78.842468,Paddy,Straw,1190.4,2026-08-09,Morning,Yes,Tractor,16.3
FRM02011,Dinesh Kewat,Khair,Aligarh,Uttar Pradesh,27.75806,78.00937,Wheat,Straw,490.8,2026-08-16,Evening,No,Bullock Cart,13.8
FRM02012,Phool Rajput,Khurja,Bulandshahr,Uttar Pradesh,28.283608,78.010941,Maize,Residue,911.1,2026-08-22,Morning,Yes,Tractor,18.6
FRM02013,Umesh Saxena,Shikarpur,Bulandshahr,Uttar Pradesh,28.487418,77.838197,Paddy,Straw,816.1,2026-08-08,Evening,No,Tractor,18.7
FRM02014,Fullu Pandey,Malihabad,Lucknow,Uttar Pradesh,26.806862,81.11014,Maize,Residue,265.6,2026-08-18,Afternoon,Yes,Mini Truck,13.0
FRM02015,Surendra Srivastava,Madina,Rohtak,Haryana,28.778053,76.663764,Wheat,Straw,787.5,2026-08-14,Afternoon,Yes,Tractor,19.2
FRM02016,Dinesh Bansal,Nichlaul,Gorakhpur,Uttar Pradesh,26.885899,83.112756,Sugarcane,Bagasse,991.5,2026-08-17,Evening,Yes,Tractor,9.3
FRM02017,Ramkumar Bansal,Jagner,Agra,Uttar Pradesh,26.927276,78.042064,Paddy,Straw,1206.7,2026-08-07,Morning,Yes,Tractor,16.1
FRM02018,Vinod Nishad,Ghatampur,Kanpur,Uttar Pradesh,26.192361,80.267238,Mustard,Stalk,440.7,2026-08-17,Afternoon,No,Tractor,18.8
FRM02019,Sanjay Vishwakarma,Shamshabad,Agra,Uttar Pradesh,27.150875,78.1201,Paddy,Straw,264.1,2026-08-01,Afternoon,No,Bullock Cart,24.0
FRM02020,Badri Patel,Marhara,Etah,Uttar Pradesh,27.345966,78.571991,Cotton,Stalk,180.5,2026-08-07,Afternoon,Yes,Mini Truck,10.4
FRM02021,Chandrabhan Chauhan,Mirganj,Bareilly,Uttar Pradesh,28.374725,79.182889,Paddy,Straw,1254.6,2026-08-15,Afternoon,Yes,Mini Truck,11.4
FRM02022,Pramod Rai,Rajpura,Sambhal,Uttar Pradesh,28.645401,78.53625,Paddy,Straw,639.7,2026-08-20,Afternoon,No,Tractor,22.8
FRM02023,Shivkumar Rai,Purqazi,Muzaffarnagar,Uttar Pradesh,29.25767,77.940971,Paddy,Straw,647.4,2026-08-01,Morning,Yes,Pickup Van,24.0
FRM02024,Surendra Saxena,Muzaffarabad,Saharanpur,Uttar Pradesh,29.970376,77.270203,Wheat,Straw,966.4,2026-08-07,Morning,Yes,Pickup Van,13.0
FRM02025,Umesh Bind,Dibai,Bulandshahr,Uttar Pradesh,28.42211,77.822223,Cotton,Stalk,446.4,2026-08-12,Morning,No,Bullock Cart,24.3
FRM02026,Vinod Goyal,Meham,Rohtak,Haryana,28.939342,76.552747,Mustard,Stalk,789.3,2026-08-22,Afternoon,Yes,Tractor,20.8
FRM02027,Bhola Jain,Nakur,Saharanpur,Uttar Pradesh,30.181638,77.575426,Wheat,Straw,1773.1,2026-07-27,Morning,Yes,Tractor,22.7
FRM02028,Ramlal Mittal,Nawabganj,Bareilly,Uttar Pradesh,28.479882,79.4335,Wheat,Straw,1062.8,2026-08-21,Evening,No,Bullock Cart,17.4
FRM02029,Harishchandra Kumhar,Baldeo,Mathura,Uttar Pradesh,27.459469,77.481161,Wheat,Straw,1748.4,2026-08-14,Morning,Yes,Tractor,13.0
FRM02030,Omprakash Garg,Arajiline,Varanasi,Uttar Pradesh,25.500317,83.09575,Maize,Residue,370.3,2026-08-22,Morning,No,Bullock Cart,19.0
FRM02031,Bankey Mallah,Purqazi,Muzaffarnagar,Uttar Pradesh,29.175277,77.730521,Paddy,Straw,515.4,2026-08-15,Morning,No,Bullock Cart,18.7
FRM02032,Virendra Saxena,Bakshi Ka Talab,Lucknow,Uttar Pradesh,26.930699,80.948493,Mustard,Stalk,842.9,2026-08-20,Morning,No,Bullock Cart,8.5
FRM02033,Surendra Patel,Sachendi,Kanpur,Uttar Pradesh,26.427022,80.528671,Maize,Residue,1317.5,2026-08-18,Morning,Yes,Mini Truck,11.5
FRM02034,Mukesh Soni,Chhata,Mathura,Uttar Pradesh,27.518645,77.571437,Cotton,Stalk,648.6,2026-07-27,Evening,Yes,Tractor,20.6
FRM02035,Rajesh Tiwari,Bilari,Moradabad,Uttar Pradesh,28.725975,78.684123,Mustard,Stalk,639.5,2026-08-05,Afternoon,Yes,Pickup Van,8.4
FRM02036,Dinesh Pandey,Sadabad,Hathras,Uttar Pradesh,27.702119,78.191686,Mustard,Stalk,937.5,2026-08-20,Evening,No,Bullock Cart,14.4
FRM02037,Bharat Mallah,Ugra Kheri,Panipat,Haryana,29.372135,77.033343,Maize,Residue,842.8,2026-08-16,Evening,Yes,Pickup Van,19.7
FRM02038,Umesh Kewat,Khurja,Bulandshahr,Uttar Pradesh,28.183495,77.732172,Wheat,Straw,1330.4,2026-07-26,Afternoon,Yes,Tractor,9.0
FRM02039,Harish Kewat,Nakur,Saharanpur,Uttar Pradesh,29.822169,77.196399,Sugarcane,Bagasse,1412.7,2026-08-14,Morning,Yes,Mini Truck,12.7
FRM02040,Pradeep Prajapati,Vrindavan,Mathura,Uttar Pradesh,27.733592,77.738971,Mustard,Stalk,564.7,2026-08-03,Afternoon,Yes,Pickup Van,13.4
FRM02041,Ganesh Pandey,Shahpur,Muzaffarnagar,Uttar Pradesh,29.536854,77.460642,Mustard,Stalk,574.4,2026-08-16,Morning,Yes,Tractor,17.5
FRM02042,Brijlal Mallah,Ramnagar,Bareilly,Uttar Pradesh,28.55594,79.338344,Bajra,Residue,224.1,2026-08-09,Afternoon,Yes,Mini Truck,17.7
FRM02043,Harish Shah,Bhojpur,Meerut,Uttar Pradesh,29.049358,77.902676,Mustard,Stalk,747.5,2026-08-04,Evening,Yes,Tractor,22.7
FRM02044,Kailash Kewat,Kashi Vidyapeeth,Varanasi,Uttar Pradesh,25.139437,82.863854,Cotton,Stalk,700.0,2026-08-01,Morning,Yes,Mini Truck,12.2
FRM02045,Jitendra Bajpai,Iglas,Aligarh,Uttar Pradesh,27.992936,78.236927,Paddy,Straw,1648.7,2026-08-04,Evening,Yes,Mini Truck,19.9
FRM02046,Jagram Lodhi,Dighal,Rohtak,Haryana,28.766102,76.669733,Paddy,Straw,1600.0,2026-07-29,Evening,Yes,Tractor,11.4
FRM02047,Santosh Rastogi,Akrabad,Aligarh,Uttar Pradesh,27.902004,77.902505,Maize,Residue,410.8,2026-08-14,Afternoon,No,Bullock Cart,13.4
FRM02048,Ramesh Soni,Etmadpur,Agra,Uttar Pradesh,27.427374,78.015061,Bajra,Residue,108.4,2026-08-23,Afternoon,Yes,Pickup Van,23.6
FRM02049,Chandrabhan Maheshwari,Bakshi Ka Talab,Lucknow,Uttar Pradesh,26.982613,80.693935,Bajra,Residue,972.7,2026-08-23,Evening,No,Tractor,16.0
FRM02050,Ganesh Chaudhary,Sarsaul,Kanpur,Uttar Pradesh,26.516594,80.412734,Cotton,Stalk,1113.7,2026-08-18,Evening,Yes,Mini Truck,11.4
FRM02051,Ramnarayan Baghel,Shamshabad,Agra,Uttar Pradesh,27.324872,77.727315,Paddy,Straw,672.3,2026-07-31,Evening,No,Tractor,12.9
FRM02052,Ravindra Soni,Salempur,Hathras,Uttar Pradesh,27.547096,77.926548,Paddy,Straw,1190.5,2026-08-16,Afternoon,No,Bullock Cart,23.8
FRM02053,Shivkumar Patel,Patara,Kanpur,Uttar Pradesh,26.225781,80.552669,Wheat,Straw,887.7,2026-08-07,Afternoon,Yes,Mini Truck,21.1
FRM02054,Umesh Bansal,Sewapuri,Varanasi,Uttar Pradesh,25.333585,83.137823,Paddy,Straw,1184.0,2026-07-30,Afternoon,No,Bullock Cart,14.2
FRM02055,Satish Garg,Shikarpur,Bulandshahr,Uttar Pradesh,28.461956,78.00656,Bajra,Residue,300.5,2026-08-12,Morning,No,Tractor,22.2
FRM02056,Ganesh Chauhan,Barsana,Mathura,Uttar Pradesh,27.759052,77.709518,Cotton,Stalk,563.5,2026-08-04,Afternoon,No,Bullock Cart,21.0
FRM02057,Yogendra Vishwakarma,Nandgaon,Mathura,Uttar Pradesh,27.476863,77.623645,Cotton,Stalk,1100.5,2026-07-25,Evening,Yes,Mini Truck,15.1
FRM02058,Brijlal Joshi,Jahangirabad,Bulandshahr,Uttar Pradesh,28.266519,77.596521,Cotton,Stalk,1049.9,2026-07-31,Morning,Yes,Mini Truck,23.6
FRM02059,Brijlal Kewat,Baheri,Bareilly,Uttar Pradesh,28.580372,79.263666,Wheat,Straw,895.4,2026-08-20,Afternoon,Yes,Bullock Cart,17.7
FRM02060,Devendra Mittal,Lakhan Majra,Rohtak,Haryana,29.018684,76.594918,Cotton,Stalk,364.1,2026-08-22,Morning,Yes,Bullock Cart,10.6
FRM02061,Santosh Khandelwal,Iglas,Aligarh,Uttar Pradesh,27.796498,77.934602,Maize,Residue,298.8,2026-08-04,Afternoon,No,Bullock Cart,14.7
FRM02062,Anil Jain,Bilhaur,Kanpur,Uttar Pradesh,26.459902,80.342356,Cotton,Stalk,908.1,2026-07-25,Evening,Yes,Tractor,19.2
FRM02063,Harishchandra Tripathi,Patiyali,Etah,Uttar Pradesh,27.591567,78.535973,Paddy,Straw,1425.1,2026-08-20,Morning,Yes,Tractor,12.8
FRM02064,Pappu Tripathi,Shikarpur,Bulandshahr,Uttar Pradesh,28.574768,77.690282,Bajra,Residue,452.3,2026-08-14,Morning,Yes,Pickup Van,15.2
FRM02065,Ramlal Kumar,Tundla,Firozabad,Uttar Pradesh,27.195739,78.418761,Sugarcane,Bagasse,1194.7,2026-08-01,Morning,Yes,Mini Truck,18.1
FRM02066,Jitendra Lohar,Tundla,Firozabad,Uttar Pradesh,27.073711,78.612471,Paddy,Straw,1229.9,2026-08-04,Evening,No,Tractor,24.1
FRM02067,Lalit Rai,Marhara,Etah,Uttar Pradesh,27.524728,78.62933,Paddy,Straw,620.0,2026-08-08,Afternoon,Yes,Tractor,11.8
FRM02068,Kailash Vishwakarma,Khair,Aligarh,Uttar Pradesh,27.931259,78.068316,Paddy,Straw,419.4,2026-08-10,Morning,Yes,Bullock Cart,18.8
FRM02069,Bhola Mishra,Jansath,Muzaffarnagar,Uttar Pradesh,29.211103,77.777661,Maize,Residue,1285.5,2026-08-23,Evening,Yes,Bullock Cart,22.8
FRM02070,Pradeep Kumhar,Mahavan,Mathura,Uttar Pradesh,27.363976,77.85317,Cotton,Stalk,915.9,2026-08-13,Afternoon,Yes,Tractor,8.1
FRM02071,Ramlal Rajput,Vidhnu,Kanpur,Uttar Pradesh,26.538301,80.320016,Bajra,Residue,921.7,2026-08-07,Evening,Yes,Bullock Cart,10.4
FRM02072,Ramnarayan Mallah,Samthar,Jhansi,Uttar Pradesh,25.452244,78.486641,Wheat,Straw,1426.6,2026-08-09,Afternoon,Yes,Pickup Van,9.7
FRM02073,Chandrabhan Agrawal,Harahua,Varanasi,Uttar Pradesh,25.515738,82.920618,Wheat,Straw,1123.0,2026-08-05,Morning,Yes,Mini Truck,19.3
FRM02074,Pradeep Shah,Barnahal,Mainpuri,Uttar Pradesh,27.276789,79.094434,Wheat,Straw,971.1,2026-08-10,Morning,Yes,Mini Truck,22.1
FRM02075,Bankey Rastogi,Fatehganj,Bareilly,Uttar Pradesh,28.308627,79.545205,Cotton,Stalk,885.5,2026-07-25,Afternoon,Yes,Mini Truck,24.4
FRM02076,Pappu Tripathi,Chauri Chaura,Gorakhpur,Uttar Pradesh,26.899503,83.482593,Sugarcane,Bagasse,1090.3,2026-08-13,Afternoon,Yes,Tractor,15.4
FRM02077,Dharmendra Agrawal,Samalkha,Panipat,Haryana,29.222592,77.144186,Wheat,Straw,1859.9,2026-08-23,Afternoon,Yes,Mini Truck,23.6
FRM02078,Ganesh Bind,Fatehganj,Bareilly,Uttar Pradesh,28.104114,79.458845,Paddy,Straw,1516.7,2026-08-21,Afternoon,Yes,Tractor,18.0
FRM02079,Vijay Bajpai,Sewapuri,Varanasi,Uttar Pradesh,25.403808,83.02149,Sugarcane,Bagasse,366.9,2026-08-05,Morning,Yes,Mini Truck,22.8
FRM02080,Phool Chaudhary,Koraon,Prayagraj,Uttar Pradesh,25.279069,81.660209,Sugarcane,Bagasse,1811.3,2026-08-08,Morning,Yes,Mini Truck,13.9
FRM02081,Surendra Maheshwari,Sahjanwa,Gorakhpur,Uttar Pradesh,26.852624,83.383663,Wheat,Straw,174.4,2026-08-06,Evening,Yes,Tractor,18.9
FRM02082,Kamlesh Prajapati,Tarn Taran,Amritsar,Punjab,31.429377,75.01804,Paddy,Straw,489.9,2026-07-31,Afternoon,No,Bullock Cart,11.9
FRM02083,Pramod Verma,Barsana,Mathura,Uttar Pradesh,27.517571,77.718251,Cotton,Stalk,121.8,2026-08-02,Morning,No,Bullock Cart,10.3
FRM02084,Hariom Mittal,Charthawal,Muzaffarnagar,Uttar Pradesh,29.537562,77.52809,Sugarcane,Bagasse,1647.4,2026-07-25,Evening,Yes,Mini Truck,18.8
FRM02085,Rajesh Khandelwal,Akola,Agra,Uttar Pradesh,27.075571,77.882679,Bajra,Residue,1157.1,2026-08-07,Evening,No,Bullock Cart,14.2
FRM02086,Harishchandra Kashyap,Shergarh,Bareilly,Uttar Pradesh,28.656554,79.228844,Cotton,Stalk,378.5,2026-08-02,Afternoon,No,Tractor,14.3
FRM02087,Yogendra Goyal,Panwari,Sambhal,Uttar Pradesh,28.767542,78.540882,Wheat,Straw,1766.9,2026-08-17,Afternoon,Yes,Pickup Van,11.4
FRM02088,Ramnarayan Lodhi,Salempur,Hathras,Uttar Pradesh,27.427716,77.874652,Paddy,Straw,1765.8,2026-08-10,Afternoon,Yes,Tractor,22.1
FRM02089,Yogendra Joshi,Rooma,Kanpur,Uttar Pradesh,26.430973,80.32896,Mustard,Stalk,361.7,2026-08-22,Evening,Yes,Pickup Van,10.7
FRM02090,Anil Rastogi,Gursarai,Jhansi,Uttar Pradesh,25.360509,78.449384,Bajra,Residue,859.6,2026-07-26,Afternoon,Yes,Pickup Van,22.7
FRM02091,Rajkumar Maheshwari,Akabarpur,Mainpuri,Uttar Pradesh,27.08112,79.200068,Paddy,Straw,630.6,2026-08-17,Morning,Yes,Tractor,15.9
FRM02092,Giridhar Rajput,Koraon,Prayagraj,Uttar Pradesh,25.4561,81.903991,Sugarcane,Bagasse,1855.0,2026-07-29,Evening,Yes,Mini Truck,16.3
FRM02093,Brijesh Mittal,Pakwara,Moradabad,Uttar Pradesh,28.85543,78.770034,Mustard,Stalk,157.1,2026-08-11,Afternoon,Yes,Tractor,10.3
FRM02094,Phool Bansal,Pakwara,Moradabad,Uttar Pradesh,28.94935,78.789531,Paddy,Straw,535.5,2026-07-27,Morning,No,Bullock Cart,11.9
FRM02095,Rakesh Pathak,Bahjoi,Moradabad,Uttar Pradesh,28.708119,78.474119,Cotton,Stalk,1015.7,2026-07-27,Evening,Yes,Tractor,13.6
FRM02096,Umesh Shukla,Garautha,Jhansi,Uttar Pradesh,25.323857,78.50395,Wheat,Straw,491.6,2026-08-02,Morning,Yes,Pickup Van,15.8
FRM02097,Ganesh Dwivedi,Patiali,Firozabad,Uttar Pradesh,27.052339,78.555054,Wheat,Straw,563.4,2026-08-16,Evening,Yes,Tractor,11.3
FRM02098,Giridhar Agarwal,Saidabad,Prayagraj,Uttar Pradesh,25.383238,81.870476,Maize,Residue,976.1,2026-08-04,Morning,Yes,Mini Truck,17.9
FRM02099,Naresh Sahu,Nakur,Saharanpur,Uttar Pradesh,29.75806,77.808119,Cotton,Stalk,868.4,2026-08-07,Morning,Yes,Mini Truck,23.7
FRM02100,Ramlal Maheshwari,Mohanlalganj,Lucknow,Uttar Pradesh,26.849435,81.116918,Bajra,Residue,254.4,2026-08-04,Afternoon,Yes,Mini Truck,9.5
FRM02101,Pradeep Rai,Rajpura,Sambhal,Uttar Pradesh,28.651208,78.683507,Paddy,Straw,878.9,2026-08-10,Morning,Yes,Pickup Van,16.7
FRM02102,Pramod Goyal,Bijauli,Aligarh,Uttar Pradesh,27.783941,78.146805,Mustard,Stalk,316.4,2026-08-01,Evening,Yes,Bullock Cart,21.4
FRM02103,Lalit Maurya,Bithoor,Kanpur,Uttar Pradesh,26.618338,80.397754,Maize,Residue,1250.1,2026-08-23,Morning,No,Bullock Cart,17.2
FRM02104,Ganesh Jain,Modinagar,Meerut,Uttar Pradesh,29.117559,77.665254,Maize,Residue,843.4,2026-07-26,Afternoon,Yes,Pickup Van,17.5
FRM02105,Ramlal Pathak,Bhopa,Muzaffarnagar,Uttar Pradesh,29.529201,77.788629,Maize,Residue,661.0,2026-08-21,Evening,Yes,Tractor,14.2
FRM02106,Suresh Goyal,Pinahat,Agra,Uttar Pradesh,27.169108,78.233802,Sugarcane,Bagasse,1093.1,2026-07-27,Morning,Yes,Tractor,18.3
FRM02107,Badri Srivastava,Jansath,Muzaffarnagar,Uttar Pradesh,29.20086,77.671836,Wheat,Straw,1783.4,2026-08-23,Morning,Yes,Mini Truck,14.3
FRM02108,Umesh Chauhan,Chandausi,Moradabad,Uttar Pradesh,28.665579,78.6706,Wheat,Straw,904.8,2026-07-28,Evening,No,Bullock Cart,19.6
FRM02109,Devendra Dubey,Jasrana,Firozabad,Uttar Pradesh,27.232184,78.349127,Sugarcane,Bagasse,1731.1,2026-08-13,Morning,Yes,Pickup Van,10.4
FRM02110,Phool Baghel,Patiali,Firozabad,Uttar Pradesh,27.190819,78.442767,Wheat,Straw,1199.3,2026-08-04,Afternoon,Yes,Mini Truck,9.3
FRM02111,Pappu Khandelwal,Kiraoli,Agra,Uttar Pradesh,27.283683,78.02636,Cotton,Stalk,636.1,2026-08-03,Afternoon,No,Bullock Cart,15.5
FRM02112,Bankey Mallah,Shamshabad,Agra,Uttar Pradesh,27.22128,77.95649,Wheat,Straw,169.2,2026-07-25,Morning,No,Tractor,24.8
FRM02113,Pradeep Maheshwari,Modinagar,Meerut,Uttar Pradesh,28.70912,77.71615,Maize,Residue,533.6,2026-07-26,Morning,Yes,Mini Truck,13.9
FRM02114,Harish Agarwal,Mirganj,Bareilly,Uttar Pradesh,28.393748,79.776943,Paddy,Straw,1449.4,2026-08-02,Afternoon,Yes,Mini Truck,21.4
FRM02115,Pradeep Shukla,Meja,Prayagraj,Uttar Pradesh,25.123446,81.773446,Maize,Residue,858.4,2026-07-27,Morning,No,Bullock Cart,9.6
FRM02116,Jitendra Jain,Etmadpur,Agra,Uttar Pradesh,27.296532,77.882638,Wheat,Straw,844.3,2026-08-03,Morning,Yes,Tractor,9.7
FRM02117,Phool Soni,Pindra,Varanasi,Uttar Pradesh,25.222873,83.086001,Maize,Residue,1136.3,2026-07-27,Evening,Yes,Tractor,19.6
FRM02118,Manish Kumar,Manak Nagar,Lucknow,Uttar Pradesh,26.820571,80.961578,Sugarcane,Bagasse,1434.9,2026-08-16,Afternoon,No,Bullock Cart,9.5
FRM02119,Naresh Agrawal,Sarsaul,Kanpur,Uttar Pradesh,26.137422,80.311687,Wheat,Straw,490.7,2026-08-05,Morning,Yes,Mini Truck,8.7
FRM02120,Pappu Lohar,Vrindavan,Mathura,Uttar Pradesh,27.469399,77.677508,Wheat,Straw,647.6,2026-08-19,Morning,No,Bullock Cart,14.2
FRM02121,Anil Thakur,Fatehpur,Saharanpur,Uttar Pradesh,30.061977,77.746704,Wheat,Straw,1564.8,2026-08-12,Morning,Yes,Pickup Van,23.0
FRM02122,Ganesh Pathak,Budhana,Muzaffarnagar,Uttar Pradesh,29.316696,77.889151,Cotton,Stalk,478.5,2026-07-28,Evening,Yes,Mini Truck,14.6
FRM02123,Shyamlal Rai,Manak Nagar,Lucknow,Uttar Pradesh,26.806416,80.537547,Sugarcane,Bagasse,1575.1,2026-08-01,Evening,Yes,Tractor,22.4
FRM02124,Badri Mallah,Soron,Etah,Uttar Pradesh,27.367784,78.839205,Paddy,Straw,240.4,2026-07-31,Afternoon,Yes,Mini Truck,14.2
FRM02125,Pramod Joshi,Sachendi,Kanpur,Uttar Pradesh,26.505251,80.426676,Cotton,Stalk,1157.6,2026-08-19,Afternoon,No,Tractor,13.1
FRM02126,Vinod Tiwari,Dibai,Bulandshahr,Uttar Pradesh,28.61557,78.023323,Maize,Residue,1057.9,2026-08-15,Morning,Yes,Tractor,11.0
FRM02127,Surendra Patel,Meja,Prayagraj,Uttar Pradesh,25.762132,81.826489,Mustard,Stalk,474.1,2026-08-20,Afternoon,Yes,Tractor,16.1
FRM02128,Ramlal Dubey,Meja,Prayagraj,Uttar Pradesh,25.488773,82.093867,Paddy,Straw,645.3,2026-08-15,Evening,No,Tractor,11.7
FRM02129,Giridhar Yadav,Amroha,Moradabad,Uttar Pradesh,28.980149,78.849685,Maize,Residue,303.0,2026-08-13,Morning,No,Tractor,24.2
FRM02130,Pradeep Srivastava,Aonla,Bareilly,Uttar Pradesh,28.2348,79.336479,Mustard,Stalk,144.9,2026-08-15,Morning,Yes,Tractor,20.6
FRM02131,Harishchandra Yadav,Kiraoli,Agra,Uttar Pradesh,27.302985,78.198724,Paddy,Straw,340.0,2026-08-16,Evening,No,Bullock Cart,9.9
FRM02132,Ravi Sonar,Nagla Bhatt,Hathras,Uttar Pradesh,27.409253,78.076621,Cotton,Stalk,969.1,2026-08-14,Afternoon,No,Bullock Cart,20.4
FRM02133,Mukesh Sahu,Handia,Prayagraj,Uttar Pradesh,25.387183,81.79812,Mustard,Stalk,221.3,2026-07-28,Afternoon,Yes,Mini Truck,16.3
FRM02134,Bankey Bansal,Fatehpur,Saharanpur,Uttar Pradesh,29.948518,77.292984,Cotton,Stalk,1194.4,2026-07-25,Afternoon,Yes,Tractor,23.2
FRM02135,Pappu Rajput,Mursan,Hathras,Uttar Pradesh,27.667614,77.972408,Paddy,Straw,852.7,2026-07-30,Evening,Yes,Bullock Cart,22.1
FRM02136,Bharat Mallah,Kakori,Lucknow,Uttar Pradesh,26.645457,81.066211,Cotton,Stalk,339.7,2026-08-10,Morning,Yes,Pickup Van,23.5
FRM02137,Jagram Kumar,Rashidabad,Hathras,Uttar Pradesh,27.551442,77.878428,Paddy,Straw,1048.6,2026-08-16,Morning,Yes,Tractor,24.1
FRM02138,Bankey Pathak,Kalyanpur,Kanpur,Uttar Pradesh,26.241299,80.436512,Maize,Residue,1073.9,2026-08-01,Evening,Yes,Bullock Cart,10.0
FRM02139,Shivkumar Srivastava,Shamshabad,Agra,Uttar Pradesh,26.992062,77.847533,Sugarcane,Bagasse,1582.3,2026-08-16,Evening,Yes,Tractor,8.8
FRM02140,Yogendra Maheshwari,Chail,Prayagraj,Uttar Pradesh,25.435479,81.653524,Sugarcane,Bagasse,881.0,2026-08-20,Morning,Yes,Bullock Cart,15.2
FRM02141,Dinesh Lohar,Sirsaganj,Firozabad,Uttar Pradesh,27.298442,78.595691,Cotton,Stalk,269.5,2026-08-18,Afternoon,Yes,Pickup Van,23.5
FRM02142,Dharmendra Shukla,Chandausi,Moradabad,Uttar Pradesh,28.928326,78.978015,Cotton,Stalk,1027.3,2026-08-20,Afternoon,No,Bullock Cart,23.4
FRM02143,Vijay Rajput,Madlauda,Panipat,Haryana,29.574469,77.108296,Cotton,Stalk,546.4,2026-08-16,Evening,Yes,Mini Truck,8.6
FRM02144,Phool Baghel,Khatauli,Muzaffarnagar,Uttar Pradesh,29.59977,77.458391,Wheat,Straw,582.4,2026-07-31,Morning,No,Tractor,13.3
FRM02145,Deepak Verma,Saidabad,Prayagraj,Uttar Pradesh,25.111907,81.802658,Paddy,Straw,1139.4,2026-08-03,Afternoon,No,Bullock Cart,19.8
FRM02146,Harishchandra Maheshwari,Saidabad,Prayagraj,Uttar Pradesh,25.479727,81.820197,Cotton,Stalk,293.4,2026-08-09,Evening,No,Tractor,9.8
FRM02147,Brijesh Tiwari,Asthal Bohar,Rohtak,Haryana,28.76566,76.679542,Mustard,Stalk,294.2,2026-07-31,Afternoon,Yes,Mini Truck,18.6
FRM02148,Ajay Pandey,Bilhaur,Kanpur,Uttar Pradesh,26.474581,80.49686,Cotton,Stalk,298.3,2026-07-30,Evening,Yes,Pickup Van,10.3
FRM02149,Anil Kumar,Hasanpur,Moradabad,Uttar Pradesh,28.532401,78.724388,Maize,Residue,185.9,2026-08-01,Morning,No,Bullock Cart,19.5
FRM02150,Suresh Srivastava,Shamshabad,Agra,Uttar Pradesh,26.89849,77.928639,Wheat,Straw,461.2,2026-08-11,Afternoon,Yes,Bullock Cart,20.9
FRM02151,Ramnarayan Goyal,Thakurdwara,Moradabad,Uttar Pradesh,28.849797,79.106319,Paddy,Straw,1161.5,2026-08-05,Evening,No,Tractor,15.5
FRM02152,Dinesh Tripathi,Bhadohi,Varanasi,Uttar Pradesh,25.179072,83.05404,Maize,Residue,499.0,2026-08-05,Morning,No,Bullock Cart,13.3
FRM02153,Rajkumar Patel,Shivrajpur,Kanpur,Uttar Pradesh,26.289547,80.673118,Wheat,Straw,750.9,2026-08-14,Evening,Yes,Bullock Cart,9.6
FRM02154,Rajkumar Sharma,Sadabad,Hathras,Uttar Pradesh,27.480639,77.852004,Paddy,Straw,519.4,2026-08-13,Afternoon,Yes,Mini Truck,14.5
FRM02155,Vinod Dubey,Gursarai,Jhansi,Uttar Pradesh,25.539857,78.746607,Wheat,Straw,1378.3,2026-08-13,Morning,Yes,Mini Truck,25.0
FRM02156,Vinod Agarwal,Chiraigaon,Varanasi,Uttar Pradesh,25.444006,83.057812,Cotton,Stalk,695.9,2026-08-13,Evening,Yes,Mini Truck,20.8
FRM02157,Bankey Agarwal,Shamshabad,Agra,Uttar Pradesh,26.951664,77.682697,Paddy,Straw,879.4,2026-08-17,Morning,Yes,Tractor,11.0
